0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,date
-0.03852893,-0.03577742,0.003642015,0.019476593,0.013705941,-0.018978264,0.008129306,0.02718204,0.017299548,0.012215094,0.006953843,-0.016385358,0.014297842,0.018519843,0.012343305,0.014189867,0.0153079,0.021587525,-0.027775671,0.03813132,0.026149066,0.047788396,-0.007327178,0.026586238,0.011528779,0.008601239,0.015730385,-0.011084987,0.019350737,0.018490154,2023-01-24
-0.031381603,-0.032716952,0.006304933,0.012645052,0.012721344,-0.015771138,0.008750781,0.026052406,0.017236507,0.012398708,0.008014774,-0.01794502,0.014220579,0.018554317,0.014904293,0.011549986,0.010971671,0.022112712,-0.028330216,0.038012214,0.022604115,0.040592045,-0.008212372,0.0241955,0.010741909,0.008382013,0.020004965,-0.013012284,0.016160594,0.01815562,2023-01-25
-0.025638716,-0.026767509,0.009764343,0.008175946,0.008883575,-0.011043843,0.0076594437,0.023915255,0.01667708,0.0125475945,0.007152049,-0.017825892,0.016308768,0.018689247,0.016498102,0.011963841,0.0042422935,0.020115105,-0.028756753,0.035671227,0.017661313,0.030237751,-0.010375279,0.021237772,0.013081059,0.0067586647,0.024173047,-0.012629316,0.011567758,0.014574977,2023-01-26
-0.022869775,-0.02291143,0.010945483,0.010061222,0.0064034434,-0.007946115,0.0054415343,0.02208657,0.0149401035,0.008369341,0.0008341577,-0.01335504,0.02254588,0.013397834,0.012826217,0.009695881,-0.0008858865,0.0149540575,-0.027602596,0.029130548,0.014568047,0.022522354,-0.007685073,0.01770347,0.013625704,0.0053194426,0.01845477,-0.008268191,0.00891929,0.008455624,2023-01-27
-0.019388221,-0.02223994,0.009776673,0.014258918,0.007531184,-0.005977721,0.0039784573,0.021809185,0.011175601,-0.00023055536,-0.010075868,-0.005301229,0.031170167,0.003367485,0.004207652,0.0016465228,-0.0035853083,0.009041687,-0.026193747,0.019402867,0.014130439,0.017420772,0.00019768244,0.013286352,0.009759801,0.005504122,0.0034187455,-0.0022610454,0.008974592,0.001436318,2023-01-30
-0.01171926,-0.021057455,0.011691932,0.0058859624,0.008804243,-0.002627285,0.0067590815,0.02065089,0.01127962,0.0022906228,-0.011939867,-0.0067664864,0.03292318,0.0013885795,0.004345705,-0.0014071385,-0.0054735392,0.0102041,-0.028194351,0.020797927,0.012925748,0.010288161,-3.208175e-05,0.013013311,0.0036389164,0.0063627157,0.006252492,-0.0057703895,0.007333741,0.0020683624,2023-01-31
0.0008392642,-0.011956013,0.017583633,-0.005634446,0.0037038627,0.0043752664,0.006177101,0.016939994,0.009655047,0.0028476156,-0.013582413,-0.008010131,0.036213256,0.0011983636,0.0057487544,-0.004590501,-0.01530451,0.007894771,-0.028238613,0.018118136,0.0045553343,-0.006532805,-0.0016575814,0.008175265,0.001672238,0.0038037037,0.011338413,-0.007168712,6.373273e-05,-0.0018380333,2023-02-01
0.006108236,-0.00410236,0.022432277,-0.009570661,-0.001532301,0.009470376,0.003386607,0.012848311,0.008144684,0.002084494,-0.013732151,-0.0074633164,0.038960997,0.00039495734,0.0072894227,-0.004798568,-0.025551187,0.0046545663,-0.026861439,0.014882728,-0.002228428,-0.019429512,-0.0030269038,0.004104718,0.0038911486,0.000716912,0.014928238,-0.0060630227,-0.0060248603,-0.005486475,2023-02-02
-0.00047025722,-0.006449603,0.021390764,-0.0016027432,-0.00030769166,0.008430819,0.00094567443,0.011709077,0.007973333,-0.0014612831,-0.012007549,-0.004218081,0.037703313,-0.0037750294,0.0070369025,-0.0041133016,-0.027221903,0.003988643,-0.024052998,0.013248227,0.0004964145,-0.016656132,-0.0007525401,0.0038349004,0.006979044,0.0014336965,0.011442066,-0.0032824657,-0.004035249,-0.004490511,2023-02-03
-0.009125054,-0.011961944,0.017329363,0.009075193,0.0015947158,0.004510435,-0.0011554231,0.0118504,0.0062408927,-0.007585519,-0.011952969,0.0009265109,0.034808934,-0.008413375,0.0017420872,-0.006022314,-0.023582146,0.003457965,-0.018767005,0.0096721165,0.0077820094,-0.00644838,0.0054981443,0.0045800237,0.005905472,0.0033206658,6.3548655e-06,0.000444775,0.0014877927,-0.0028872509,2023-02-06
0.00228835,6.356118e-05,0.022209588,-0.0029459612,-0.009882063,0.008220951,-0.0034991868,0.0053765224,0.002269124,-0.0062962016,-0.016634138,1.9837935e-05,0.038874287,-0.005699626,-0.0037924268,-0.009303126,-0.030757489,-0.002662966,-0.013096598,0.003922391,-0.0008583138,-0.01832307,0.0073679932,0.00077250676,-0.0027820626,-0.0033074133,-0.0021087308,-7.0125934e-05,-0.0072626215,-0.008239842,2023-02-07
